Product,Quantity,Price,Date,Time
Millet,463,25.74,2025-01-19,07:28
Soybean,115,31.3,2025-08-21,08:30
Sorghum,53,52.84,2025/02/19,17:14
Wheat,251,92.23,2025-05-21,22:28
Corn,462,13.01,2025-08-11,01:57
Barley,441,67.85,2025-05-07,07:50
Barley,120,83.62,2025/04/08,15:57
Oats,97,51.22,2025/05/07,15:49
Rice,268,68.42,2025-06-17,12:20
Quinoa,367,66.95,2025/03/06,06:11
Sorghum,426,56.39,2025/03/17,23:13
Sorghum,320,55.67,2025/12/03,10:48
Rice,207,49.29,2025-08-15,17:44
Rice,426,99.07,2025-11-19,05:04
Rice,90,92.58,2025/03/23,10:15
Soybean,284,72.11,2025-12-16,05:22
Quinoa,76,25.33,2025-05-12,14:32
Corn,74,48.7,2025-01-04,08:40
Sorghum,278,56.17,2025-08-14,11:37
Oats,183,94.48,2025/06/15,10:17
Corn,350,84.76,2025-04-14,11:42
Rye,358,38.97,2025-12-17,04:34
Corn,130,28.33,2025/03/19,00:11
Barley,334,86.45,2025/10/11,18:45
Oats,173,88.0,2025-06-15,22:08
Sorghum,268,39.67,2025-06-10,04:35
Wheat,57,44.41,2025-01-21,21:57
Soybean,295,75.77,2025/05/22,18:23
Soybean,109,12.56,2025/08/30,07:09
Rye,368,77.72,2025/10/23,01:41
Barley,465,73.88,2025-12-18,20:19
Wheat,174,34.88,2025/06/13,22:32
Millet,257,64.48,2025-12-20,13:51
Rye,123,16.98,2025/01/18,21:35
Corn,453,16.85,2025/05/13,09:03
Rice,427,35.37,2025/02/13,05:05
Corn,462,53.52,2025/08/20,10:48
Oats,295,96.49,2025/02/06,21:51
Millet,74,79.72,2025/12/27,07:35
Sorghum,104,75.3,2025/01/26,19:41
Quinoa,277,40.44,2025-04-06,05:39
Oats,181,39.26,2025/12/05,00:11
Sorghum,75,83.67,2025/06/13,11:09
Corn,221,26.0,2025/05/09,13:27
Soybean,448,24.7,2025-01-19,16:58
Oats,485,85.71,2025-07-13,08:43
Wheat,244,28.29,2025/09/07,17:39
Sorghum,362,59.26,2025/07/26,19:33
Rye,328,36.9,2025-07-16,00:27
Rye,102,98.52,2025-12-29,06:32
Corn,483,33.07,2025/06/24,16:22
Wheat,253,59.54,2025-12-30,02:11
Quinoa,305,41.29,2025-12-11,12:24
Barley,342,12.41,2025-04-22,05:49
Millet,229,53.27,2025-08-05,16:51
Rice,251,32.02,2025-12-04,06:43
Sorghum,477,35.65,2025-11-10,07:14
Wheat,428,92.72,2025/11/06,00:25
Rice,225,46.55,2025-06-01,11:24
Corn,182,79.73,2025-07-15,13:17
Corn,468,53.74,2025/05/07,05:46
Soybean,242,25.94,2025/08/28,01:29
Oats,294,14.89,2025-05-27,05:22
Millet,452,58.48,2025/04/29,03:01
Rye,109,86.4,2025/12/30,10:43
Oats,483,46.61,2025/11/22,16:28
Barley,385,41.93,2025-08-23,07:43
Barley,211,22.79,2025-08-17,10:14
Oats,379,24.46,2025/05/07,06:05
Wheat,385,55.9,2025-05-18,12:57
Millet,298,77.88,2025-06-15,00:31
Rye,356,91.08,2025/06/16,12:57
Wheat,368,25.15,2025/02/19,21:12
Rye,461,60.09,2025/06/27,05:29
Wheat,93,41.86,2025/01/20,08:47
Quinoa,308,51.9,2025-04-30,08:59
Rye,184,65.37,2025/02/27,23:03
Rye,278,66.81,2025/10/23,23:58
Oats,120,15.8,2025/10/06,09:10
Millet,191,90.85,2025/08/11,04:20
Quinoa,125,61.64,2025-12-31,02:25
Soybean,341,79.13,2025-10-05,13:38
Quinoa,482,22.86,2025/04/18,03:47
Rye,371,77.58,2025-11-29,23:50
Millet,403,45.94,2025-12-06,14:36
Rice,446,88.1,2025/11/13,10:07
Rice,429,60.16,2025/10/06,05:03
Corn,369,80.42,2025/08/01,12:33
Oats,111,22.02,2025/01/03,04:28
Millet,182,98.81,2025-01-04,22:24
Soybean,465,96.25,2025/12/13,17:59
Soybean,105,34.74,2025-04-11,12:31
Quinoa,182,52.49,2025/02/23,22:36
Millet,414,18.6,2025/08/02,22:33
Millet,371,65.49,2025/11/01,20:14
Rye,253,38.49,2025-07-14,10:04
Corn,115,49.02,2025-05-13,17:18
Wheat,234,35.17,2025-09-17,05:23
Quinoa,445,78.72,2025/08/16,01:20
Corn,167,30.06,2025-08-16,22:59
Barley,86,41.19,2025-01-06,17:26
Corn,211,65.6,2025/12/02,20:11
Millet,359,81.65,2025/04/20,06:40
Corn,139,80.04,2025/04/24,03:24
Wheat,291,39.42,2025-11-13,05:23
Rye,130,27.22,2025-02-22,10:04
Soybean,423,79.53,2025/12/14,14:57
Wheat,276,30.39,2025-03-05,15:15
Corn,488,17.19,2025/05/21,14:18
Rye,90,10.37,2025-06-23,05:47
Sorghum,153,33.5,2025/08/16,02:08
Sorghum,286,57.16,2025-12-17,15:17
Rye,128,10.26,2025/09/08,17:42
Rice,395,40.87,2025-09-17,23:22
Soybean,424,60.55,2025/02/05,21:58
Rice,266,51.3,2025-06-02,12:04
Wheat,133,35.88,2025-06-23,07:09
Rice,310,17.21,2025-03-22,01:08
Rice,491,51.05,2025-02-11,14:25
Millet,161,51.04,2025-01-06,23:36
Wheat,448,96.13,2025-07-05,20:55
Rice,226,71.1,2025-04-20,12:32
Rye,307,26.33,2025/04/08,23:20
Oats,112,33.52,2025/07/05,02:56
Oats,297,88.44,2025-11-20,23:13
Rice,98,98.64,2025/05/28,04:06
Rice,452,89.74,2025/04/19,08:14
Rye,415,66.08,2025/05/18,06:29
Rice,209,54.77,2025/06/28,16:52
Millet,167,58.28,2025/07/05,19:29
Rice,378,41.76,2025/07/26,09:59
Millet,260,95.97,2025-04-28,14:02
Rice,284,33.83,2025-03-04,11:29
Rice,159,44.71,2025-03-14,21:12
Rye,406,11.95,2025-01-16,15:02
Barley,244,66.46,2025-06-17,21:33
Sorghum,342,34.37,2025/10/27,12:42
Rye,364,19.92,2025-02-06,06:56
Rye,442,61.78,2025-01-21,21:21
Sorghum,300,92.94,2025/05/08,22:32
Rice,377,61.79,2025-03-27,02:02
Sorghum,485,71.15,2025/10/12,02:16
Wheat,399,79.94,2025/01/29,05:46
Barley,246,12.35,2025-09-18,04:07
Quinoa,173,11.82,2025-11-20,06:53
Barley,256,95.98,2025/05/27,20:46
Quinoa,354,10.55,2025/01/05,19:31
Corn,270,89.29,2025-09-17,16:05
Sorghum,260,91.88,2025/04/28,12:39
Wheat,458,20.99,2025-01-31,08:40
Oats,446,74.63,2025-03-15,11:16
Wheat,347,11.61,2025/10/17,19:19
Rye,364,47.48,2025/01/15,20:08
Millet,480,58.69,2025/08/04,18:38
Soybean,362,30.26,2025/03/09,01:44
Sorghum,209,84.02,2025/10/16,20:20
Rice,415,85.72,2025/11/27,02:58
Oats,473,51.15,2025-09-08,17:40
Rice,197,91.12,2025/12/02,16:58
Corn,461,59.75,2025-05-26,15:13
Millet,246,85.99,2025-06-05,22:47
Soybean,283,57.24,2025/09/08,00:07
Oats,74,64.79,2025/12/25,13:31
Rye,278,49.43,2025/02/21,16:03
Corn,73,24.85,2025-07-01,16:40
Quinoa,414,32.88,2025/11/19,03:21
Soybean,147,18.68,2025-10-10,22:40
Corn,244,48.12,2025/01/06,23:43
Corn,305,87.06,2025-09-26,09:34
Rye,153,79.83,2025/08/06,14:20
Quinoa,228,20.9,2025/01/03,20:23
Sorghum,130,62.64,2025-08-26,06:22
Oats,233,67.37,2025/07/26,03:04
Barley,55,89.51,2025-11-10,14:50
Rye,335,14.47,2025-09-01,21:58
Rye,427,71.01,2025-01-09,21:13
Quinoa,71,18.87,2025/10/21,17:15
Corn,498,23.1,2025-04-18,00:06
Wheat,371,51.79,2025/11/22,22:23
Wheat,170,69.29,2025-01-15,15:47
Sorghum,124,20.76,2025-05-30,16:50
Corn,245,62.71,2025-04-28,05:14
Sorghum,474,75.5,2025-02-25,06:02
Sorghum,435,72.25,2025/09/15,07:03
Rye,316,68.5,2025/12/16,18:59
Sorghum,315,58.1,2025-12-25,10:53
Quinoa,379,37.21,2025/09/08,14:53
Millet,136,33.27,2025/06/26,03:59
Sorghum,368,70.79,2025-09-28,06:09
Rice,146,28.31,2025/06/08,12:29
Corn,218,63.56,2025/05/14,06:31
Millet,345,85.87,2025-06-07,23:46
Rice,472,16.45,2025-03-06,17:46
Oats,149,85.6,2025/07/29,09:04
Wheat,132,62.37,2025/10/20,10:46
Oats,96,31.54,2025-06-12,21:19
Wheat,61,84.33,2025-04-28,05:01
Sorghum,125,50.61,2025/08/08,19:07
Millet,196,65.39,2025/04/27,12:20
Barley,135,98.63,2025/02/23,05:25
Barley,393,78.51,2025-08-03,12:20
Wheat,415,45.5,2025-09-10,01:03
Quinoa,238,32.68,2025/10/29,13:24
Millet,277,86.1,2025-03-23,15:53
Sorghum,105,44.63,2025-03-04,21:52
Rye,482,77.23,2025/05/08,17:36
Oats,237,91.22,2025-06-18,03:17
Quinoa,172,52.49,2025-09-10,12:05
Soybean,109,97.7,2025-05-04,04:51
Quinoa,115,37.03,2025/01/17,02:06
Oats,283,39.2,2025-02-22,05:17
Wheat,153,68.42,2025/12/07,00:36
Quinoa,73,43.55,2025/09/13,10:36
Oats,311,72.93,2025/08/29,01:32
Millet,344,23.5,2025-09-21,21:21
Soybean,422,56.53,2025-01-08,13:23
Soybean,247,39.9,2025-02-09,15:19
Wheat,310,84.83,2025/08/28,23:27
Sorghum,210,23.71,2025/10/13,00:01
Soybean,123,35.66,2025-07-25,10:02
Rye,495,38.35,2025/07/10,22:51
Quinoa,219,64.97,2025/11/18,15:01
Millet,358,67.54,2025-12-11,00:19
Quinoa,92,56.56,2025-03-10,09:28
Barley,417,53.77,2025-05-28,02:21
Millet,432,43.71,2025-12-15,14:13
Corn,380,44.53,2025/11/13,23:29
Soybean,97,36.58,2025-04-24,14:24
Sorghum,209,25.02,2025-02-01,14:46
Millet,329,60.37,2025/05/06,14:58
Wheat,307,29.63,2025/03/19,22:03
Barley,340,68.58,2025/04/21,00:10
Oats,203,67.82,2025/09/27,10:39
Millet,165,59.31,2025-03-22,04:27
Rice,356,60.28,2025-12-28,10:06
Rye,431,13.79,2025/09/02,14:58
Millet,263,32.84,2025/05/13,09:16
Barley,54,87.04,2025-01-18,20:24
Millet,224,56.22,2025-06-15,15:58
Rice,68,55.36,2025/10/13,00:49
Oats,60,99.72,2025/06/20,23:53
Sorghum,358,28.65,2025/04/01,11:02
Quinoa,344,81.47,2025-06-24,19:35
Millet,51,31.29,2025/06/12,18:02
Quinoa,295,10.4,2025-08-16,12:02
Oats,418,19.79,2025/10/26,11:06
Oats,475,73.4,2025-10-20,17:28
Quinoa,287,41.9,2025/08/07,08:47
Corn,313,43.67,2025/11/03,19:07
Rice,157,57.98,2025/04/30,18:37
Soybean,432,67.38,2025/04/28,23:54
Oats,474,85.49,2025/02/17,23:21
Quinoa,493,50.36,2025-06-12,21:04
Millet,425,26.58,2025-08-25,17:50
Corn,231,28.28,2025/05/23,13:16
Corn,318,90.9,2025/04/07,10:31
Oats,74,40.69,2025-12-31,02:18
Corn,346,49.13,2025/08/03,02:49
Rye,142,12.94,2025-02-13,05:43
Rice,88,37.95,2025/08/01,05:06
Quinoa,320,36.16,2025/08/12,01:26
Millet,155,77.99,2025-07-12,20:10
Rice,253,17.87,2025-07-08,02:00
Rye,342,71.0,2025/08/04,19:33
Rye,206,30.33,2025/05/29,23:08
Corn,178,65.15,2025-11-10,13:47
Corn,53,66.52,2025-03-04,04:35
Rye,170,44.84,2025-08-09,18:06
Wheat,419,15.43,2025/01/10,11:08
Corn,128,91.44,2025/02/18,18:40
Rye,273,73.98,2025-03-27,16:31
Oats,322,42.42,2025-08-06,06:45
Soybean,212,32.49,2025-04-11,14:51
Rice,105,79.11,2025/05/06,03:31
Rye,284,87.97,2025/06/30,20:32
Wheat,91,53.42,2025-01-18,10:35
Quinoa,354,96.69,2025/10/04,05:57
Millet,151,28.54,2025/11/23,20:15
Corn,489,17.36,2025-02-17,09:32
Barley,373,32.87,2025-02-23,18:01
Soybean,179,62.2,2025/11/15,17:25
Oats,81,48.87,2025/07/11,14:36
Millet,319,73.57,2025-09-27,13:18
Soybean,231,11.25,2025-11-24,19:22
Rice,62,56.18,2025/03/22,06:07
Wheat,143,96.63,2025/05/30,08:16
Rye,99,14.7,2025-06-30,19:54
Soybean,100,48.9,2025/02/20,23:05
Soybean,107,17.38,2025-10-10,21:39
Rye,339,35.09,2025/04/12,14:35
Oats,370,14.69,2025/01/29,12:25
Barley,353,66.2,2025-06-30,10:13
Millet,61,95.7,2025-03-27,22:32
Millet,194,10.44,2025/12/15,22:40
Rye,269,99.54,2025-05-13,12:56
Corn,157,48.41,2025/03/14,14:43
Corn,307,40.31,2025-07-14,08:08
Corn,372,36.4,2025/11/17,03:09
Corn,459,90.74,2025/09/09,17:03
Sorghum,220,62.1,2025-07-01,01:12
Wheat,157,91.69,2025/07/17,06:35
Sorghum,436,47.81,2025/08/13,14:12
Oats,438,10.41,2025-07-20,06:41
Soybean,156,99.52,2025-01-31,23:52
Soybean,392,30.79,2025-11-12,01:14
Soybean,314,27.3,2025-05-20,15:16
Oats,297,97.67,2025-11-11,08:55
Oats,351,48.63,2025-10-10,16:12
Oats,240,76.34,2025-09-26,08:28
Oats,345,22.02,2025-08-24,07:28
Millet,475,99.67,2025/04/14,15:10
Oats,143,24.06,2025-11-22,15:24
Quinoa,340,28.77,2025-08-27,20:10
Millet,129,13.31,2025/12/31,13:58
Quinoa,351,75.23,2025-05-14,04:02
Soybean,211,45.85,2025-01-03,04:31
Barley,365,80.49,2025/09/17,07:39
Wheat,120,85.32,2025/09/30,04:12
Rye,189,57.46,2025/12/06,09:29
Wheat,472,62.04,2025/02/06,06:43
Barley,481,92.13,2025-06-06,04:38
Rye,92,70.16,2025/02/03,02:15
Barley,343,20.54,2025-05-20,07:31
Quinoa,462,25.01,2025-01-26,09:32
Soybean,186,49.89,2025/02/15,07:43
Barley,292,42.18,2025-03-09,02:43
Rice,199,57.91,2025-11-03,06:21
Sorghum,322,80.71,2025/03/27,02:34
Quinoa,340,30.19,2025/08/19,18:06
Sorghum,311,69.1,2025/09/20,05:32
Sorghum,153,29.66,2025/08/19,23:58
Millet,322,21.01,2025/06/09,01:50
Rye,337,71.22,2025/10/31,03:22
Oats,165,29.59,2025/10/07,10:14
Soybean,268,59.51,2025/07/23,09:51
Oats,291,62.49,2025/04/03,09:14
Soybean,434,19.1,2025/08/15,04:12
Oats,148,10.67,2025-07-04,14:51
Sorghum,258,49.03,2025-09-02,09:49
Sorghum,192,59.38,2025/01/27,07:04
Wheat,96,22.69,2025/07/16,11:10
Oats,158,30.47,2025/12/05,10:43
Barley,52,64.13,2025-08-30,11:14
Quinoa,444,95.62,2025/02/02,05:29
Millet,146,66.52,2025/04/01,18:33
Corn,381,60.96,2025/11/28,10:04
Sorghum,193,67.86,2025-12-25,18:46
Oats,291,91.47,2025-01-07,19:32
Corn,346,69.41,2025-07-09,17:24
Corn,81,71.44,2025/05/13,02:21
Sorghum,412,10.24,2025/04/18,11:30
Sorghum,267,51.75,2025-03-07,04:46
Oats,470,98.82,2025/01/20,23:25
Barley,449,50.3,2025/10/22,15:59
Barley,440,76.43,2025/01/08,03:41
Barley,420,91.13,2025-12-29,17:56
Sorghum,447,99.7,2025/06/23,02:39
Rice,247,19.19,2025-06-28,14:43
Sorghum,196,50.45,2025/03/09,19:29
Soybean,129,82.47,2025/09/30,17:03
Rice,200,70.51,2025/02/27,05:02
Rice,126,61.46,2025/04/16,05:01
Rye,308,84.78,2025-11-05,21:56
Wheat,272,49.3,2025-05-09,11:37
Sorghum,155,11.64,2025-10-11,00:32
Rice,159,56.79,2025-07-02,11:35
Millet,328,36.04,2025/08/09,07:34
Quinoa,475,54.36,2025-09-27,00:54
Wheat,315,93.71,2025/07/08,19:40
Soybean,199,46.89,2025-09-04,22:23
Oats,186,63.0,2025/09/02,16:45
Rye,215,56.17,2025-06-30,12:21
Millet,274,19.95,2025-02-11,14:20
Soybean,233,42.62,2025/02/14,19:53
Rice,213,62.42,2025/11/18,07:00
Millet,401,76.77,2025-06-30,02:46
Barley,461,58.31,2025/01/29,10:58
Rye,92,91.81,2025/12/16,00:54
Quinoa,303,92.96,2025-05-04,08:02
Barley,168,68.61,2025/08/31,04:51
Wheat,453,18.97,2025/03/21,00:27
Millet,294,29.64,2025/05/01,10:22
Sorghum,463,25.9,2025/05/29,20:12
Barley,119,98.35,2025-03-02,23:32
Corn,491,23.41,2025-12-07,06:49
Oats,256,84.8,2025/04/22,22:27
Soybean,192,17.11,2025-07-17,15:59
Rice,211,19.71,2025/09/25,06:16
Soybean,205,93.41,2025/01/30,07:04
Barley,50,35.48,2025/09/04,02:10
Quinoa,411,71.96,2025/10/31,14:14
Rye,490,38.96,2025-11-29,05:23
Millet,50,25.79,2025-07-02,12:24
Rice,50,47.76,2025/04/17,13:10
Oats,54,86.19,2025/09/13,02:23
Soybean,444,34.27,2025/11/25,10:35
Wheat,205,24.71,2025/11/14,02:38
Rice,425,70.8,2025/04/19,23:36
Oats,225,86.64,2025/03/07,04:15
Millet,389,58.13,2025/01/16,00:07
Wheat,415,36.09,2025-04-09,08:13
Barley,183,65.33,2025-07-05,07:35
Quinoa,57,38.54,2025/11/06,16:55
Barley,160,27.95,2025/10/15,23:21
Wheat,119,38.39,2025/12/15,08:53
Sorghum,440,45.86,2025/07/30,13:40
Quinoa,474,20.01,2025/10/01,08:45
Millet,242,78.13,2025-03-12,13:36
Oats,470,31.63,2025/06/12,00:23
Rye,279,12.49,2025/01/28,23:44
Barley,320,78.04,2025-05-13,10:27
Wheat,61,50.48,2025-10-13,19:26
Quinoa,249,94.94,2025-05-23,15:16
Barley,80,78.5,2025-05-27,22:24
Quinoa,141,93.56,2025-09-01,04:05
Millet,458,12.26,2025-03-03,14:08
Rye,368,88.09,2025-02-07,15:15
Wheat,499,17.47,2025-06-26,15:54
Millet,267,47.84,2025-09-14,15:40
Soybean,97,31.14,2025/10/28,07:00
Wheat,209,18.54,2025/05/07,05:02
Soybean,321,80.88,2025/01/03,13:26
Sorghum,120,82.65,2025/03/28,23:32
Rye,470,28.29,2025/03/23,17:32
Oats,62,99.13,2025/07/24,03:45
Rice,71,15.58,2025/01/03,03:36
Barley,254,52.66,2025/03/27,22:39
Quinoa,310,55.98,2025-02-16,05:05
Rye,88,26.37,2025/10/28,17:06
Millet,112,15.49,2025/08/07,15:19
Soybean,445,74.25,2025/06/08,06:12
Rye,151,82.84,2025-12-10,10:48
Soybean,168,80.76,2025/05/18,18:10
Corn,88,41.76,2025/12/26,06:34
Rye,400,62.55,2025/11/18,04:23
Soybean,120,28.43,2025/07/17,02:45
Barley,412,61.38,2025-04-10,23:01
Wheat,392,43.02,2025-10-05,17:10
Millet,354,33.6,2025-02-11,18:50
Corn,255,72.07,2025/11/14,07:10
Rice,468,44.77,2025-06-20,01:18
Wheat,247,64.25,2025/04/15,01:18
Sorghum,109,31.66,2025/12/16,13:59
Barley,488,37.33,2025-02-07,12:49
Oats,53,95.24,2025-06-15,03:15
Rye,293,47.77,2025/12/28,16:14
Barley,333,42.67,2025/02/21,07:53
Rye,270,84.82,2025/07/10,14:56
Quinoa,50,54.29,2025-07-02,01:05
Sorghum,163,29.32,2025/04/24,00:39
Oats,153,54.64,2025-11-15,10:25
Corn,193,15.93,2025/06/08,18:52
Rye,383,85.24,2025-05-25,19:09
Quinoa,189,75.78,2025-06-01,20:38
Wheat,64,22.08,2025/03/20,07:32
Rye,377,44.46,2025/09/22,12:51
Millet,130,13.24,2025/12/09,22:51
Soybean,152,83.42,2025/04/11,00:58
Barley,283,73.48,2025-03-22,04:17
Millet,264,66.34,2025/08/24,22:24
Rice,452,62.14,2025/12/10,09:18
Rye,193,65.57,2025/01/06,04:14
Wheat,250,97.42,2025/10/22,15:39
Sorghum,138,14.93,2025-09-24,07:43
Soybean,166,64.18,2025-11-25,01:05
Oats,477,39.9,2025-06-08,01:42
Barley,238,55.37,2025/08/01,05:50
Millet,302,44.84,2025-03-05,01:16
Corn,94,35.12,2025/03/15,18:27
Sorghum,256,21.11,2025/08/15,04:23
Millet,400,33.06,2025/11/24,02:56
Millet,250,14.45,2025/01/30,01:26
Sorghum,70,57.96,2025-04-03,11:51
Wheat,362,74.88,2025/12/01,19:24
Millet,439,80.09,2025-07-16,20:03
Oats,203,45.68,2025/07/22,14:20
Rye,376,95.3,2025-11-15,04:26
Millet,214,63.86,2025/10/08,10:56
Quinoa,67,84.28,2025-06-25,21:16
Soybean,64,52.93,2025-12-01,22:43
Barley,177,14.22,2025/01/13,07:40
Oats,74,43.92,2025/01/31,07:15
Millet,345,44.43,2025-02-10,08:36
Soybean,200,32.34,2025/12/03,03:31
Quinoa,432,47.74,2025-10-12,06:29
Quinoa,424,71.85,2025/03/31,13:02
Quinoa,322,85.63,2025/12/14,19:06
Sorghum,328,66.43,2025/05/11,15:20
Rye,150,53.41,2025-12-20,20:56
Rice,292,89.96,2025/02/16,18:32
Quinoa,437,16.0,2025-01-26,07:06
Barley,406,98.05,2025-04-16,03:25
Oats,454,27.31,2025/05/18,11:59
Soybean,93,73.19,2025-04-21,15:20
Barley,253,57.07,2025/03/22,04:10
Soybean,376,22.93,2025-11-23,18:09
Wheat,426,53.15,2025-08-09,04:49
Wheat,406,15.66,2025-05-27,14:19
Soybean,483,62.0,2025-08-11,01:02
Soybean,265,99.59,2025/11/10,19:35
Rice,120,20.47,2025-10-26,02:03
Millet,369,78.01,2025-05-01,15:37
Soybean,400,87.29,2025-08-15,15:53
Rice,91,62.63,2025/04/13,07:06
Wheat,336,51.19,2025-05-14,00:12
Corn,288,97.56,2025-01-01,03:09
Corn,407,38.17,2025/08/18,18:18
Oats,454,65.13,2025/05/14,04:12
Wheat,459,37.55,2025-03-22,00:08
Barley,65,65.15,2025-08-23,19:34
Rice,303,51.5,2025-05-10,12:27
Corn,321,49.34,2025/01/07,03:54
Millet,117,23.8,2025/06/29,22:40
Rice,250,35.8,2025-11-01,03:58
Rice,420,88.94,2025/06/19,00:32
Soybean,103,76.61,2025/05/06,06:20
Rye,424,30.64,2025-11-15,13:24
Oats,133,30.0,2025-09-22,08:15
Barley,219,92.01,2025-12-01,04:55
Rye,467,39.45,2025/03/08,14:02
Oats,233,58.07,2025-01-10,00:38
Wheat,181,27.33,2025/09/23,13:53
Oats,462,20.37,2025-10-19,18:48
Millet,245,23.29,2025-05-08,12:16
Barley,95,65.52,2025-04-26,21:43
Soybean,428,76.36,2025/12/28,18:24
Sorghum,99,30.96,2025/03/25,21:26
Wheat,148,79.41,2025-02-18,03:48
Soybean,390,91.61,2025/07/05,10:08
Quinoa,56,72.08,2025-10-18,10:41
Rice,60,96.52,2025/06/26,16:00
Wheat,56,58.69,2025/05/24,09:37
Rice,273,14.51,2025/05/19,06:54
Sorghum,190,49.19,2025/01/02,23:27
Soybean,455,98.71,2025/06/28,23:40
Rice,378,59.14,2025/08/18,02:39
Soybean,180,15.72,2025/07/31,00:19
Soybean,452,67.24,2025/02/27,08:37
Rye,396,55.08,2025-06-16,14:24
Rye,411,40.98,2025-01-04,03:35
Wheat,97,94.21,2025/02/23,07:50
Soybean,447,42.19,2025-12-23,03:56
Quinoa,322,24.59,2025/04/30,20:16
Quinoa,208,73.46,2025/02/19,17:24
Rye,462,42.14,2025-02-25,16:01
Rye,60,78.01,2025-01-06,03:46
Barley,489,92.33,2025-07-14,02:49
Corn,206,13.52,2025/11/23,19:49
Barley,184,65.62,2025/05/29,21:51
Wheat,251,30.52,2025-02-05,23:58
Millet,415,56.83,2025-10-21,08:19
Oats,163,78.51,2025/05/16,16:17
Oats,342,93.74,2025/03/13,21:21
Wheat,105,90.11,2025-04-06,07:38
Wheat,202,37.82,2025-01-28,09:04
Rice,424,55.2,2025-09-10,17:38
Rye,251,71.28,2025/06/08,22:50
Soybean,481,44.06,2025-04-04,12:16
Quinoa,126,92.59,2025/05/07,13:14
Corn,155,28.68,2025/04/16,12:18
Wheat,220,93.1,2025/07/19,07:37
Rye,173,34.16,2025-05-22,17:03
Millet,73,87.42,2025/03/02,02:16
Rice,290,27.27,2025/03/21,22:51
Sorghum,223,86.65,2025-12-11,22:07
Millet,126,84.45,2025-10-17,04:03
Millet,228,80.54,2025/06/10,19:17
Millet,424,33.57,2025-09-09,04:31
Rye,263,15.33,2025/07/11,03:56
Quinoa,185,84.12,2025-06-10,03:08
Sorghum,258,19.98,2025-08-01,22:10
Quinoa,227,22.16,2025/06/26,01:50
Soybean,87,24.85,2025-05-05,03:37
Millet,458,85.13,2025-03-23,12:03
Oats,208,40.85,2025/08/31,11:16
Oats,63,32.43,2025/02/16,13:06
Millet,410,31.99,2025/06/12,13:14
Corn,408,99.52,2025-05-28,05:56
Sorghum,159,69.87,2025/08/06,00:20
Quinoa,386,50.38,2025-12-30,16:44
Quinoa,325,49.11,2025-03-03,15:04
Corn,108,29.13,2025-08-08,00:27
Corn,63,19.22,2025/09/11,20:12
Soybean,197,39.83,2025-09-05,10:47
Barley,75,54.7,2025-08-13,08:04
Barley,378,38.69,2025/05/26,04:36
Sorghum,313,73.74,2025/10/20,22:35
Oats,183,59.11,2025-11-25,23:40
Wheat,238,52.24,2025/08/08,11:22
Quinoa,105,89.8,2025/09/01,04:42
Soybean,181,59.26,2025/12/26,20:54
Millet,119,35.27,2025/02/05,22:39
Rice,340,29.49,2025/08/13,07:13
Millet,98,60.01,2025-04-24,20:34
Corn,343,97.34,2025/11/09,03:18
Oats,487,95.15,2025-10-06,01:55
Rye,313,53.48,2025/09/28,21:42
Millet,455,32.66,2025-02-11,05:41
Oats,368,79.78,2025-11-28,00:48
Rice,205,17.9,2025-10-24,08:19
Oats,476,63.0,2025/01/29,07:34
Corn,325,42.52,2025/10/08,05:46
Sorghum,142,30.82,2025/10/23,14:54
Rye,150,10.18,2025-08-02,22:58
Soybean,229,28.21,2025/01/21,11:53
Quinoa,114,48.88,2025-02-08,21:09
Barley,244,18.81,2025/03/08,03:09
Sorghum,229,67.34,2025/10/04,13:48
Quinoa,221,69.83,2025-04-11,22:45
Sorghum,305,40.93,2025/01/13,20:53
Rye,241,45.02,2025/08/12,13:03
Rice,421,29.04,2025/12/15,11:56
Barley,470,79.99,2025/12/07,13:15
Wheat,356,53.35,2025-07-22,01:33
Rice,396,58.01,2025-02-14,14:45
Rye,437,36.91,2025/12/14,23:45
Quinoa,152,75.58,2025-09-19,15:21
Rye,455,49.3,2025/11/07,07:52
Soybean,365,66.21,2025/11/22,03:54
Millet,302,50.47,2025/03/11,07:25
Quinoa,319,34.13,2025/06/19,00:34
Sorghum,338,11.75,2025-09-18,00:02
Millet,224,60.99,2025-11-06,09:44
Soybean,391,75.58,2025/04/29,14:27
Millet,479,63.21,2025-12-21,22:53
Wheat,322,28.41,2025/01/29,14:00
Millet,242,36.26,2025-11-03,08:39
Quinoa,486,33.52,2025-10-04,03:39
Sorghum,383,50.62,2025-07-23,08:04
Millet,425,26.21,2025-06-25,08:51
Soybean,350,14.84,2025-11-20,12:25
Sorghum,220,16.56,2025-12-18,02:08
Wheat,464,77.08,2025/06/12,15:43
Sorghum,396,60.58,2025-03-06,12:22
Barley,309,13.45,2025-01-15,02:09
Sorghum,333,12.13,2025/12/09,07:44
Rye,339,83.18,2025-10-02,01:45
Rye,109,71.54,2025/06/21,17:56
Wheat,79,30.44,2025/01/11,11:25
Quinoa,217,30.51,2025/06/01,11:36
Millet,415,14.61,2025-03-20,18:32
Rice,157,51.56,2025/10/07,12:25
Soybean,109,30.39,2025-08-12,18:30
Rice,208,55.34,2025-12-17,04:29
Rice,238,89.99,2025-08-29,14:11
Oats,83,90.55,2025/08/17,19:04
Barley,404,63.87,2025-08-19,15:10
